date	count
05-August-14	217
06-August-14	210
07-August-14	288
08-August-14	244
09-August-14	292
10-August-14	226
11-August-14	263
12-August-14	267
13-August-14	259
14-August-14	282
15-August-14	267
16-August-14	257
17-August-14	275
18-August-14	179
19-August-14	195
20-August-14	186
21-August-14	146
22-August-14	132
23-August-14	161
24-August-14	159
25-August-14	181
26-August-14	147
27-August-14	168
28-August-14	180
29-August-14	128
30-August-14	124
31-August-14	118
01-September-14	157
02-September-14	124
03-September-14	150
04-September-14	192
05-September-14	115
06-September-14	158
07-September-14	200
08-September-14	191
09-September-14	195
10-September-14	120
11-September-14	108
12-September-14	166
13-September-14	159
14-September-14	119
15-September-14	137
16-September-14	169
17-September-14	144
18-September-14	144
19-September-14	167
20-September-14	163
21-September-14	114
22-September-14	139
23-September-14	151
24-September-14	110
25-September-14	184
26-September-14	145
27-September-14	170
28-September-14	102
29-September-14	108
30-September-14	176
01-October-14	178
02-October-14	102
03-October-14	156
04-October-14	138
05-October-14	102
06-October-14	198
07-October-14	117
08-October-14	140
09-October-14	146
10-October-14	141
11-October-14	110
12-October-14	122
13-October-14	125
14-October-14	107
15-October-14	125
16-October-14	169
17-October-14	198
