date	count
03-September-14	91944
04-September-14	96442
05-September-14	95830
06-September-14	98963
07-September-14	90898
08-September-14	97270
09-September-14	91542
10-September-14	93412
11-September-14	97439
12-September-14	96512
13-September-14	95927
14-September-14	97249
15-September-14	96554
16-September-14	99219
17-September-14	90822
18-September-14	92529
19-September-14	99901
20-September-14	98025
21-September-14	95602
22-September-14	93871
23-September-14	98651
24-September-14	95304
25-September-14	92157
26-September-14	95402
27-September-14	90184
28-September-14	92362
29-September-14	99701
30-September-14	96800
01-October-14	97963
02-October-14	98868
03-October-14	96464
04-October-14	98091
05-October-14	91923
06-October-14	92665
07-October-14	97163
08-October-14	93811
09-October-14	98085
10-October-14	90581
11-October-14	99637
12-October-14	93983
13-October-14	93403
14-October-14	97750
15-October-14	96116
16-October-14	93401
17-October-14	95694
