date	count
April,12,2013	99794
April,13,2013	94974
April,14,2013	99750
April,15,2013	97159
April,16,2013	94810
April,17,2013	90823
April,18,2013	95543
April,19,2013	95099
April,20,2013	95083
April,21,2013	94111
April,22,2013	91152
April,23,2013	93294
April,24,2013	98896
April,25,2013	96957
April,26,2013	92576
April,27,2013	96355
April,28,2013	95125
April,29,2013	93971
April,30,2013	90433
May,1,2013	98646
May,2,2013	91599
May,3,2013	95728
May,4,2013	93758
May,5,2013	96817
May,6,2013	96835
May,7,2013	91150
May,8,2013	97175
May,9,2013	95919
May,10,2013	93921
May,11,2013	97628
May,12,2013	94875
May,13,2013	92666
May,14,2013	97806
May,15,2013	92173
May,16,2013	97085
May,17,2013	96423
May,18,2013	93052
May,19,2013	99093
May,20,2013	97695
May,21,2013	92383
May,22,2013	91518
May,23,2013	97261
May,24,2013	95963
May,25,2013	91598
May,26,2013	99563
May,27,2013	91379
May,28,2013	97207
May,29,2013	94468
May,30,2013	98966
May,31,2013	94316
June,1,2013	90560
June,2,2013	94127
June,3,2013	97768
June,4,2013	91672
June,5,2013	99656
June,6,2013	98149
June,7,2013	90346
June,8,2013	99134
June,9,2013	99550
June,10,2013	93237
June,11,2013	99675
June,12,2013	99822
June,13,2013	92722
June,14,2013	92186
June,15,2013	95352
June,16,2013	95764
June,17,2013	96656
June,18,2013	96122
June,19,2013	94105
June,20,2013	92095
June,21,2013	99166
June,22,2013	96282
June,23,2013	95538
June,24,2013	93334
June,25,2013	92715
June,26,2013	98029
June,27,2013	97545
June,28,2013	97560
June,29,2013	97938
June,30,2013	93588
July,1,2013	99835
July,2,2013	94678
July,3,2013	99736
July,4,2013	93972
July,5,2013	98113
July,6,2013	99764
July,7,2013	93171
July,8,2013	91341
July,9,2013	98606
July,10,2013	90549
July,11,2013	99490
July,12,2013	98002
July,13,2013	90383
July,14,2013	93697
July,15,2013	98094
July,16,2013	98397
July,17,2013	92966
July,18,2013	93851
July,19,2013	91314
July,20,2013	91433
July,21,2013	92384
July,22,2013	95723
July,23,2013	90443
July,24,2013	98829
July,25,2013	96632
July,26,2013	94818
July,27,2013	92861
July,28,2013	92070
July,29,2013	98170
July,30,2013	95891
July,31,2013	91995
August,1,2013	95687
August,2,2013	99430
August,3,2013	90936
August,4,2013	93658
August,5,2013	95131
August,6,2013	92090
August,7,2013	92747
August,8,2013	99962
August,9,2013	94157
August,10,2013	92783
August,11,2013	91232
August,12,2013	92934
August,13,2013	92798
August,14,2013	95456
August,15,2013	99892
August,16,2013	99460
August,17,2013	95281
August,18,2013	94998
August,19,2013	95126
August,20,2013	91841
August,21,2013	99588
August,22,2013	96153
August,23,2013	99982
August,24,2013	97366
August,25,2013	93040
August,26,2013	90000
August,27,2013	96477
August,28,2013	90262
August,29,2013	91132
August,30,2013	94289
August,31,2013	97546
September,1,2013	99709
September,2,2013	96660
September,3,2013	99961
September,4,2013	91680
September,5,2013	94602
September,6,2013	99815
September,7,2013	96286
September,8,2013	96618
September,9,2013	91185
September,10,2013	90287
September,11,2013	91574
September,12,2013	92728
September,13,2013	98730
September,14,2013	92234
September,15,2013	90643
September,16,2013	94848
September,17,2013	96999
September,18,2013	97848
September,19,2013	96160
September,20,2013	96937
September,21,2013	92127
September,22,2013	95279
September,23,2013	99189
September,24,2013	92183
September,25,2013	97445
September,26,2013	99258
September,27,2013	99583
September,28,2013	97171
September,29,2013	91267
September,30,2013	94194
October,1,2013	96471
October,2,2013	92680
October,3,2013	97247
October,4,2013	90298
October,5,2013	92384
October,6,2013	99162
October,7,2013	94461
October,8,2013	91659
October,9,2013	95731
October,10,2013	91597
October,11,2013	99076
October,12,2013	91827
October,13,2013	96360
October,14,2013	94847
October,15,2013	99373
October,16,2013	99842
October,17,2013	97738
October,18,2013	95968
October,19,2013	99070
October,20,2013	96656
October,21,2013	99975
October,22,2013	92264
October,23,2013	90476
October,24,2013	95132
October,25,2013	93480
October,26,2013	95091
October,27,2013	95208
October,28,2013	93043
October,29,2013	95951
October,30,2013	98144
October,31,2013	90253
November,1,2013	86715
November,2,2013	85865
November,3,2013	88512
November,4,2013	86913
November,5,2013	89152
November,6,2013	88052
November,7,2013	87008
November,8,2013	86657
November,9,2013	87358
November,10,2013	89378
November,11,2013	88376
November,12,2013	85395
November,13,2013	88244
November,14,2013	86732
November,15,2013	87908
November,16,2013	87572
November,17,2013	88897
November,18,2013	85788
November,19,2013	88642
November,20,2013	86842
November,21,2013	89387
November,22,2013	87801
November,23,2013	88233
November,24,2013	87414
November,25,2013	89680
November,26,2013	85724
November,27,2013	86284
November,28,2013	89662
November,29,2013	89637
November,30,2013	85550
December,1,2013	86987
December,2,2013	86770
December,3,2013	85252
December,4,2013	88524
December,5,2013	87827
December,6,2013	88645
December,7,2013	86974
December,8,2013	89049
December,9,2013	86124
December,10,2013	85580
December,11,2013	85881
December,12,2013	87934
December,13,2013	87293
December,14,2013	88801
December,15,2013	85051
December,16,2013	86211
December,17,2013	86763
December,18,2013	86180
December,19,2013	87824
December,20,2013	89696
December,21,2013	87064
December,22,2013	89455
December,23,2013	88996
December,24,2013	89924
December,25,2013	85324
December,26,2013	86844
December,27,2013	88405
December,28,2013	88658
December,29,2013	89705
December,30,2013	89758
December,31,2013	89227
