date	count
29-June-2013	90716
30-June-2013	91588
1-July-2013	97486
2-July-2013	96112
3-July-2013	94671
4-July-2013	93427
5-July-2013	99825
6-July-2013	97883
7-July-2013	96359
8-July-2013	98602
9-July-2013	91848
10-July-2013	99782
11-July-2013	98358
12-July-2013	92275
13-July-2013	98915
14-July-2013	97757
15-July-2013	96095
16-July-2013	94518
17-July-2013	95176
18-July-2013	95552
19-July-2013	91422
20-July-2013	99202
21-July-2013	99338
22-July-2013	99144
23-July-2013	92193
24-July-2013	91232
25-July-2013	96467
26-July-2013	93738
27-July-2013	91542
28-July-2013	92034
29-July-2013	96415
30-July-2013	92616
31-July-2013	95672
1-August-2013	95969
2-August-2013	94878
3-August-2013	99214
4-August-2013	99383
5-August-2013	97389
6-August-2013	96900
7-August-2013	99966
8-August-2013	97786
9-August-2013	96023
10-August-2013	98301
11-August-2013	96184
12-August-2013	91774
13-August-2013	94405
14-August-2013	90750
15-August-2013	96446
16-August-2013	97480
17-August-2013	97972
18-August-2013	94108
19-August-2013	90055
20-August-2013	95822
21-August-2013	93177
22-August-2013	99681
23-August-2013	95209
24-August-2013	96130
25-August-2013	98524
26-August-2013	93181
27-August-2013	98507
28-August-2013	91672
29-August-2013	96496
30-August-2013	96099
31-August-2013	91517
1-September-2013	91622
2-September-2013	96466
3-September-2013	94521
4-September-2013	94866
5-September-2013	95436
6-September-2013	97202
7-September-2013	92338
8-September-2013	95850
9-September-2013	97178
10-September-2013	97804
11-September-2013	99760
12-September-2013	98248
13-September-2013	95002
14-September-2013	90059
15-September-2013	96703
16-September-2013	90033
17-September-2013	97642
18-September-2013	95057
19-September-2013	94302
20-September-2013	96678
21-September-2013	94529
22-September-2013	91640
23-September-2013	95300
24-September-2013	95954
25-September-2013	98033
26-September-2013	92045
27-September-2013	94286
28-September-2013	99566
29-September-2013	99977
30-September-2013	97079
1-October-2013	90666
2-October-2013	92571
3-October-2013	91860
4-October-2013	95049
5-October-2013	90723
6-October-2013	93789
7-October-2013	99272
8-October-2013	93806
9-October-2013	94050
10-October-2013	94859
11-October-2013	91295
12-October-2013	91304
13-October-2013	95409
14-October-2013	93710
15-October-2013	90890
16-October-2013	99231
17-October-2013	92143
18-October-2013	96318
19-October-2013	95085
20-October-2013	96579
21-October-2013	98324
22-October-2013	90420
23-October-2013	95511
24-October-2013	99808
25-October-2013	98952
26-October-2013	92361
27-October-2013	97820
28-October-2013	92696
29-October-2013	92200
30-October-2013	90335
31-October-2013	91248
1-November-2013	85655
2-November-2013	87615
3-November-2013	86402
4-November-2013	89980
5-November-2013	85298
6-November-2013	89015
7-November-2013	85142
8-November-2013	88601
9-November-2013	89164
10-November-2013	89807
11-November-2013	88019
12-November-2013	87454
13-November-2013	87264
14-November-2013	87055
15-November-2013	89248
16-November-2013	89840
17-November-2013	87839
18-November-2013	88444
19-November-2013	85283
20-November-2013	85788
21-November-2013	89272
22-November-2013	89458
23-November-2013	85058
24-November-2013	85947
25-November-2013	86094
26-November-2013	85101
27-November-2013	88771
28-November-2013	87121
29-November-2013	87777
30-November-2013	88440
1-December-2013	85127
2-December-2013	87475
3-December-2013	86649
4-December-2013	85501
5-December-2013	88394
6-December-2013	86344
7-December-2013	89775
8-December-2013	88227
9-December-2013	88760
10-December-2013	85068
11-December-2013	87267
12-December-2013	87672
13-December-2013	86549
14-December-2013	85243
15-December-2013	86382
16-December-2013	88798
17-December-2013	85406
18-December-2013	89000
19-December-2013	87205
20-December-2013	85150
21-December-2013	85529
22-December-2013	86782
23-December-2013	87443
24-December-2013	85246
25-December-2013	85062
26-December-2013	88076
27-December-2013	88828
28-December-2013	88632
29-December-2013	89387
30-December-2013	85539
31-December-2013	89124
