date,temp
03-22-14,73
03-23-14,63
03-24-14,58
03-25-14,59
03-26-14,55
03-27-14,67
03-28-14,72
03-29-14,67
03-30-14,60
03-31-14,64
04-01-14,75
04-02-14,77
04-03-14,74
04-04-14,67
04-05-14,63
04-06-14,59
04-07-14,64
04-08-14,63
04-09-14,63
04-10-14,72
04-11-14,73
04-12-14,75
04-13-14,74
04-14-14,62
04-15-14,53
04-16-14,54
04-17-14,63
04-18-14,69
04-19-14,68
04-20-14,69
04-21-14,72
04-22-14,76
04-23-14,74
04-24-14,77
04-25-14,77
04-26-14,76
04-27-14,82
04-28-14,78
04-29-14,75
04-30-14,66
05-01-14,62
05-02-14,66
05-03-14,75
05-04-14,75
05-05-14,73
05-06-14,77
05-07-14,75
05-08-14,77
05-09-14,75
05-10-14,75
05-11-14,81
05-12-14,76
05-13-14,68
05-14-14,63
05-15-14,64
05-16-14,74
05-17-14,75
05-18-14,74
05-19-14,76
05-20-14,79
05-21-14,79
05-22-14,78
05-23-14,76
05-24-14,77
05-25-14,79
05-26-14,74
05-27-14,71
05-28-14,76
05-29-14,78
05-30-14,79
05-31-14,78
06-01-14,80
06-02-14,81
06-03-14,81
06-04-14,81
06-05-14,84
06-06-14,83
06-07-14,83
06-08-14,85
06-09-14,80
06-10-14,79
06-11-14,81
06-12-14,84
06-13-14,85
06-14-14,81
06-15-14,84
06-16-14,85
06-17-14,87
06-18-14,84
06-19-14,84
06-20-14,83
06-21-14,82
06-22-14,83
06-23-14,83
06-24-14,83
06-25-14,78
06-26-14,80
06-27-14,82
06-28-14,85
06-29-14,86
06-30-14,86
07-01-14,84
07-02-14,84
07-03-14,84
07-04-14,82
07-05-14,82
07-06-14,81
07-07-14,84
07-08-14,83
07-09-14,85
07-10-14,83
07-11-14,83
07-12-14,84
07-13-14,87
07-14-14,86
07-15-14,82
07-16-14,82
07-17-14,83
07-18-14,81
07-19-14,79
07-20-14,83
07-21-14,87
07-22-14,87
07-23-14,86
07-24-14,84
07-25-14,85
07-26-14,87
07-27-14,87
07-28-14,88
07-29-14,83
07-30-14,83
07-31-14,84
08-01-14,80
08-02-14,77
08-03-14,81
08-04-14,83
08-05-14,83
08-06-14,85
08-07-14,87
08-08-14,87
08-09-14,86
08-10-14,86
08-11-14,86
08-12-14,87
08-13-14,84
08-14-14,83
08-15-14,86
08-16-14,89
08-17-14,88
08-18-14,86
08-19-14,85
08-20-14,85
08-21-14,87
08-22-14,87
08-23-14,87
08-24-14,86
08-25-14,87
08-26-14,86
08-27-14,85
08-28-14,83
08-29-14,83
08-30-14,84
08-31-14,79
09-01-14,84
09-02-14,85
09-03-14,84
09-04-14,85
09-05-14,84
09-06-14,85
09-07-14,84
09-08-14,82
09-09-14,85
09-10-14,87
09-11-14,87
09-12-14,82
09-13-14,72
09-14-14,71
09-15-14,80
09-16-14,83
09-17-14,82
09-18-14,77
09-19-14,79
09-20-14,81
09-21-14,82
09-22-14,83
09-23-14,74
09-24-14,75
09-25-14,74
09-26-14,77
09-27-14,79
09-28-14,81
09-29-14,80
09-30-14,80
10-01-14,83
10-02-14,82
10-03-14,74
10-04-14,68
10-05-14,69
10-06-14,75
10-07-14,78
10-08-14,80
10-09-14,79
10-10-14,83
10-11-14,76
10-12-14,76
10-13-14,72
10-14-14,67
10-15-14,68
10-16-14,72
10-17-14,73
10-18-14,75
